X_id,operator_registration_number,postal_code,ward_number,ward_name
1710698,STR-2210-GQQDVG,M5V,10,Spadina-Fort York
1710699,STR-2210-HGCDVJ,M6K,10,Spadina-Fort York
1710700,STR-2210-HPJDVK,M4E,19,Beaches-East York
1710701,STR-2210-HWQDVL,M5J,10,Spadina-Fort York
1710702,STR-2210-JDWDVM,M2J,17,Don Valley North
1710703,STR-2210-FSLRVC,M5J,10,Spadina-Fort York
1710704,STR-2210-GHYRVF,M1R,21,Scarborough Centre
1710705,STR-2210-GRFRVG,M8V,3,Etobicoke-Lakeshore
1710706,STR-2210-GYLRVH,M4L,19,Beaches-East York
1710707,STR-2210-HGSRVJ,M9W,1,Etobicoke North
1710708,STR-2210-HPYRVK,M9V,1,Etobicoke North
1710709,STR-2210-JFLRVM,M3N,7,Humber River-Black Creek
1710710,STR-2210-FKWDVB,M6A,8,Eglinton-Lawrence
1710711,STR-2210-FTCDVC,M4C,19,Beaches-East York
1710712,STR-2210-GJQDVF,M3L,7,Humber River-Black Creek
1710713,STR-2210-GZCDVH,M2L,15,Don Valley West
1710714,STR-2210-HHJDVJ,M6J,9,Davenport
1710715,STR-2210-HQQDVK,M9M,7,Humber River-Black Creek
1710716,STR-2210-HXWDVL,M6G,11,University-Rosedale
1710717,STR-2210-JGCDVM,M9R,1,Etobicoke North
1710718,STR-2210-FLLRVB,M5V,10,Spadina-Fort York
1710719,STR-2210-GKFRVF,M6N,9,Davenport
1710720,STR-2210-GSLRVG,M5V,10,Spadina-Fort York
1710721,STR-2210-GZSRVH,M6J,9,Davenport
1710722,STR-2210-HHYRVJ,M4S,12,Toronto-St. Paul's
1710723,STR-2210-HYLRVL,M5V,10,Spadina-Fort York
1710724,STR-2210-JGSRVM,M5J,10,Spadina-Fort York
1710725,STR-2210-FDXKVB,M4G,15,Don Valley West
1710726,STR-2210-FMDKVC,M6K,10,Spadina-Fort York
1710727,STR-2210-FVKKVD,M6J,9,Davenport
1710728,STR-2210-GTDKVH,M5V,10,Spadina-Fort York
1710729,STR-2210-HBKKVJ,M5V,10,Spadina-Fort York
1710730,STR-2210-HJRKVK,M5A,10,Spadina-Fort York
1710731,STR-2210-HRXKVL,M4Y,13,Toronto Centre
1710732,STR-2210-HZDKVM,M6K,4,Parkdale-High Park
1710733,STR-2210-FMTXVC,M6P,9,Davenport
1710734,STR-2210-FVZXVD,M6G,11,University-Rosedale
1710735,STR-2210-GDGXVF,M4J,14,Toronto-Danforth
1710736,STR-2210-GLMXVG,M6H,9,Davenport
1710737,STR-2210-GTTXVH,M5A,13,Toronto Centre
1710738,STR-2210-HBZXVJ,M6H,9,Davenport
1710739,STR-2210-HKGXVK,M5T,10,Spadina-Fort York
1710740,STR-2210-HSMXVL,M8Y,3,Etobicoke-Lakeshore
1710741,STR-2210-HZTXVM,M1H,24,Scarborough-Guildwood
1710742,STR-2210-FPKKVC,M8Y,3,Etobicoke-Lakeshore
1710743,STR-2210-FWRKVD,M5E,13,Toronto Centre
1710744,STR-2210-GDXKVF,M1R,21,Scarborough Centre
1710745,STR-2210-GMDKVG,M9C,2,Etobicoke Centre
1710746,STR-2210-GVKKVH,M9C,2,Etobicoke Centre
1710747,STR-2210-HCRKVJ,M5T,11,University-Rosedale
1710748,STR-2210-HKXKVK,M9W,1,Etobicoke North
1710749,STR-2210-JBKKVM,M4C,19,Beaches-East York
1710750,STR-2210-FGTXVB,M6P,9,Davenport
1710751,STR-2210-FPZXVC,M4J,14,Toronto-Danforth
1710752,STR-2210-GFMXVF,M6J,10,Spadina-Fort York
1710753,STR-2210-GVZXVH,M5J,10,Spadina-Fort York
1710754,STR-2210-HDGXVJ,M4C,14,Toronto-Danforth
1710755,STR-2210-HLMXVK,M3H,6,York Centre
1710756,STR-2210-HTTXVL,M4J,14,Toronto-Danforth
1710757,STR-2210-JBZXVM,M2P,15,Don Valley West
1710758,STR-2210-FXXKVD,M5E,10,Spadina-Fort York
1710759,STR-2210-GGDKVF,M5V,10,Spadina-Fort York
1710760,STR-2210-GPKKVG,M5V,10,Spadina-Fort York
1710761,STR-2210-HDXKVJ,M6J,10,Spadina-Fort York
1710762,STR-2210-HMDKVK,M4J,14,Toronto-Danforth
1710763,STR-2210-JCRKVM,M2J,17,Don Valley North
1710764,STR-2210-FHZXVB,M5V,10,Spadina-Fort York
1710765,STR-2210-FRGXVC,M6E,9,Davenport
1710766,STR-2210-FYMXVD,M4S,12,Toronto-St. Paul's
1710767,STR-2210-GPZXVG,M5T,11,University-Rosedale
1710768,STR-2210-GXGXVH,M5G,11,University-Rosedale
1710769,STR-2210-HFMXVJ,M2K,17,Don Valley North
1710770,STR-2210-HMTXVK,M6S,4,Parkdale-High Park
1710771,STR-2210-JDGXVM,M4Y,11,University-Rosedale
1710772,STR-2210-FRXKVC,M2N,18,Willowdale
1710773,STR-2210-FZDKVD,M5V,10,Spadina-Fort York
1710774,STR-2210-GHKKVF,M5T,10,Spadina-Fort York
1710775,STR-2210-GXXKVH,M2M,18,Willowdale
1710776,STR-2210-HGDKVJ,M9A,3,Etobicoke-Lakeshore
1710777,STR-2210-HPKKVK,M6E,9,Davenport
1710778,STR-2210-HWRKVL,M6K,4,Parkdale-High Park
1710779,STR-2210-JDXKVM,M1L,20,Scarborough Southwest
1710780,STR-2210-FKGXVB,M6J,10,Spadina-Fort York
1710781,STR-2210-FSMXVC,M5T,10,Spadina-Fort York
1710782,STR-2210-FZTXVD,M5V,10,Spadina-Fort York
1710783,STR-2210-GHZXVF,M6C,12,Toronto-St. Paul's
1710784,STR-2210-GRGXVG,M3A,16,Don Valley East
1710785,STR-2210-GYMXVH,M8W,3,Etobicoke-Lakeshore
1710786,STR-2210-HGTXVJ,M8W,3,Etobicoke-Lakeshore
1710787,STR-2210-HXGXVL,M5V,10,Spadina-Fort York
1710788,STR-2210-JFMXVM,M6R,4,Parkdale-High Park
1710789,STR-2210-FKXKVB,M6H,9,Davenport
1710790,STR-2203-GYGPHH,M5A,13,Toronto Centre
1710791,STR-2210-FTDKVC,M5V,10,Spadina-Fort York
1710792,STR-2210-GBKKVD,M8W,3,Etobicoke-Lakeshore
1710793,STR-2210-GRXKVG,M5J,10,Spadina-Fort York
1710794,STR-2210-HHKKVJ,M5V,10,Spadina-Fort York
1710795,STR-2210-HQRKVK,M6E,9,Davenport
1710796,STR-2210-HXXKVL,M5V,10,Spadina-Fort York
1710797,STR-2210-FLMXVB,M4Y,13,Toronto Centre
1710798,STR-2210-GBZXVD,M6M,5,York South-Weston
1710799,STR-2210-GKGXVF,M5A,13,Toronto Centre
1710800,STR-2210-GSMXVG,M6G,11,University-Rosedale
1710801,STR-2210-GZTXVH,M5V,10,Spadina-Fort York
1710802,STR-2210-HHZXVJ,M6K,4,Parkdale-High Park
1710803,STR-2210-HRGXVK,M6P,9,Davenport
1710804,STR-2210-JGTXVM,M6S,4,Parkdale-High Park
1710805,STR-2210-FDYRVB,M6R,4,Parkdale-High Park
1710806,STR-2210-FMFRVC,M4S,15,Don Valley West
1710807,STR-2210-FVLRVD,M4K,14,Toronto-Danforth
1710808,STR-2210-GCSRVF,M4Y,13,Toronto Centre
1710809,STR-2210-GKYRVG,M5A,13,Toronto Centre
1710810,STR-2204-GRBVHG,M6K,9,Davenport
1710811,STR-2210-HBLRVJ,M5V,10,Spadina-Fort York
1710812,STR-2210-HJSRVK,M4L,19,Beaches-East York
1710813,STR-2210-HZFRVM,M4Y,13,Toronto Centre
1710814,STR-2210-FMWDVC,M9C,2,Etobicoke Centre
1710815,STR-2210-FWCDVD,M5V,10,Spadina-Fort York
1710816,STR-2210-GDJDVF,M5R,11,University-Rosedale
1710817,STR-2210-JCCDVM,M6H,9,Davenport
1710818,STR-2210-GTWDVH,M6R,4,Parkdale-High Park
1710819,STR-2210-HKJDVK,M8Y,3,Etobicoke-Lakeshore
1710820,STR-2210-HZWDVM,M4P,15,Don Valley West
1710821,STR-2210-FWSRVD,M5S,11,University-Rosedale
1710822,STR-2210-GDYRVF,M5G,10,Spadina-Fort York
1710823,STR-2210-GMFRVG,M1G,24,Scarborough-Guildwood
1710824,STR-2210-GVLRVH,M4L,14,Toronto-Danforth
1710825,STR-2210-HCSRVJ,M2N,18,Willowdale
1710826,STR-2210-HKYRVK,M5J,10,Spadina-Fort York
1710827,STR-2210-HTFRVL,M5V,10,Spadina-Fort York
1710828,STR-2210-JBLRVM,M4B,19,Beaches-East York
1710829,STR-2210-FGWDVB,M5A,13,Toronto Centre
1710830,STR-2210-FQCDVC,M1E,24,Scarborough-Guildwood
1710831,STR-2210-FXJDVD,M8Y,3,Etobicoke-Lakeshore
1710832,STR-2210-GFQDVF,M5V,10,Spadina-Fort York
1710833,STR-2210-GMWDVG,M4L,14,Toronto-Danforth
1710834,STR-2210-HLQDVK,M4Y,13,Toronto Centre
1710835,STR-2210-HTWDVL,M5P,12,Toronto-St. Paul's
1710836,STR-2210-FHLRVB,M5R,11,University-Rosedale
1710837,STR-2210-FXYRVD,M6M,5,York South-Weston
1710838,STR-2210-GPLRVG,M2M,18,Willowdale
1710839,STR-2210-HDYRVJ,M6P,4,Parkdale-High Park
1710840,STR-2210-HMFRVK,M3L,7,Humber River-Black Creek
1710841,STR-2210-HVLRVL,M4C,19,Beaches-East York
1710842,STR-2210-JCSRVM,M1L,20,Scarborough Southwest
1710843,STR-2210-FYQDVD,M5V,10,Spadina-Fort York
1710844,STR-2210-GGWDVF,M1M,20,Scarborough Southwest
1710845,STR-2210-GQCDVG,M5A,10,Spadina-Fort York
1710846,STR-2210-GXJDVH,M6R,4,Parkdale-High Park
1710847,STR-2210-HFQDVJ,M4J,14,Toronto-Danforth
1710848,STR-2210-HMWDVK,M5V,10,Spadina-Fort York
1710849,STR-2210-HWCDVL,M5A,13,Toronto Centre
1710850,STR-2210-JDJDVM,M6K,4,Parkdale-High Park
1710851,STR-2210-GQSRVG,M6K,4,Parkdale-High Park
1710852,STR-2210-GXYRVH,M5V,10,Spadina-Fort York
1710853,STR-2210-HGFRVJ,M6N,9,Davenport
1710854,STR-2210-HPLRVK,M6K,10,Spadina-Fort York
1710855,STR-2210-JDYRVM,M1S,22,Scarborough-Agincourt
1710856,STR-2210-FSQDVC,M2M,18,Willowdale
1710857,STR-2210-GJCDVF,M6H,9,Davenport
1710858,STR-2210-GYQDVH,M5J,10,Spadina-Fort York
1710859,STR-2210-HGWDVJ,M6H,9,Davenport
1710860,STR-2210-HXJDVL,M6A,8,Eglinton-Lawrence
1710861,STR-2210-JFQDVM,M5B,13,Toronto Centre
1710862,STR-2210-FTFRVC,M4M,14,Toronto-Danforth
1710863,STR-2210-GBLRVD,M5N,8,Eglinton-Lawrence
1710864,STR-2210-GJSRVF,M5V,10,Spadina-Fort York
1710865,STR-2210-GZFRVH,M4X,13,Toronto Centre
1710866,STR-2210-HQSRVK,M3C,16,Don Valley East
1710867,STR-2210-JGFRVM,M5V,10,Spadina-Fort York
1710868,STR-2210-FLQDVB,M5A,13,Toronto Centre
1710869,STR-2210-FTWDVC,M1P,21,Scarborough Centre
1710870,STR-2210-GCCDVD,M9W,1,Etobicoke North
1710871,STR-2210-GSQDVG,M4M,14,Toronto-Danforth
1710872,STR-2210-GZWDVH,M1M,24,Scarborough-Guildwood
1710873,STR-2210-HRJDVK,M5V,10,Spadina-Fort York
1710874,STR-2210-HYQDVL,M5V,10,Spadina-Fort York
1710875,STR-2210-JGWDVM,M5R,11,University-Rosedale
1710876,STR-2210-FDZXVB,M3L,7,Humber River-Black Creek
1710877,STR-2210-FMGXVC,M9L,7,Humber River-Black Creek
1710878,STR-2210-FVMXVD,M6H,9,Davenport
1710879,STR-2210-GCTXVF,M1M,20,Scarborough Southwest
1710880,STR-2210-GKZXVG,M4M,14,Toronto-Danforth
1710881,STR-2210-GTGXVH,M1N,20,Scarborough Southwest
1710882,STR-2210-HBMXVJ,M8X,2,Etobicoke Centre
1710883,STR-2210-HJTXVK,M2L,15,Don Valley West
1710884,STR-2210-HRZXVL,M5V,10,Spadina-Fort York
1710885,STR-2210-FFRKVB,M1N,20,Scarborough Southwest
1710886,STR-2210-FMXKVC,M5J,10,Spadina-Fort York
1710887,STR-2210-GDKKVF,M5S,13,Toronto Centre
1710888,STR-2210-JCDKVM,M4J,14,Toronto-Danforth
1710889,STR-2210-GLRKVG,M9V,1,Etobicoke North
1710890,STR-2210-GTXKVH,M6K,10,Spadina-Fort York
1710891,STR-2210-HCDKVJ,M1M,20,Scarborough Southwest
1710892,STR-2210-HKKKVK,M5A,13,Toronto Centre
1710893,STR-2210-HSRKVL,M8V,3,Etobicoke-Lakeshore
1710894,STR-2210-HZXKVM,M5B,13,Toronto Centre
1710895,STR-2210-FPMXVC,M1H,21,Scarborough Centre
1710896,STR-2210-FWTXVD,M6H,9,Davenport
1710897,STR-2210-GDZXVF,M5S,11,University-Rosedale
1710898,STR-2210-GMGXVG,M6S,4,Parkdale-High Park
1710899,STR-2210-GVMXVH,M1C,25,Scarborough-Rouge Park
1710900,STR-2210-HCTXVJ,M5V,10,Spadina-Fort York
1710901,STR-2210-HKZXVK,M4K,14,Toronto-Danforth
1710902,STR-2210-HTGXVL,M4G,15,Don Valley West
1710903,STR-2210-JBMXVM,M5C,13,Toronto Centre
1710904,STR-2210-FGXKVB,M1E,24,Scarborough-Guildwood
1710905,STR-2210-FQDKVC,M5A,13,Toronto Centre
1710906,STR-2210-FXKKVD,M9C,2,Etobicoke Centre
1710907,STR-2210-GFRKVF,M9N,5,York South-Weston
1710908,STR-2210-GWDKVH,M5V,10,Spadina-Fort York
1710909,STR-2210-HDKKVJ,M9B,2,Etobicoke Centre
1710910,STR-2210-HLRKVK,M5V,10,Spadina-Fort York
1710911,STR-2210-HTXKVL,M5V,10,Spadina-Fort York
1710912,STR-2210-FHMXVB,M6G,11,University-Rosedale
1710913,STR-2210-FQTXVC,M1W,22,Scarborough-Agincourt
1710914,STR-2210-GGGXVF,M9N,5,York South-Weston
1710915,STR-2210-GPMXVG,M9M,7,Humber River-Black Creek
1710916,STR-2210-GWTXVH,M3H,6,York Centre
1710917,STR-2210-HDZXVJ,M5A,13,Toronto Centre
1710918,STR-2210-HMGXVK,M6S,4,Parkdale-High Park
1710919,STR-2210-JCTXVM,M6P,4,Parkdale-High Park
1710920,STR-2210-FJDKVB,M5V,10,Spadina-Fort York
1710921,STR-2210-FRKKVC,M4A,16,Don Valley East
1710922,STR-2210-FYRKVD,M6J,9,Davenport
1710923,STR-2210-GGXKVF,M1C,25,Scarborough-Rouge Park
1710924,STR-2210-GQDKVG,M5E,10,Spadina-Fort York
1710925,STR-2210-GXKKVH,M4E,19,Beaches-East York
1710926,STR-2210-HMXKVK,M6M,5,York South-Weston
1710927,STR-2210-JDKKVM,M3A,16,Don Valley East
1710928,STR-2210-FJTXVB,M4X,13,Toronto Centre
1710929,STR-2210-FRZXVC,M5R,11,University-Rosedale
1710930,STR-2210-GQTXVG,M9C,2,Etobicoke Centre
1710931,STR-2210-GXZXVH,M5V,10,Spadina-Fort York
1710932,STR-2210-HGGXVJ,M3M,6,York Centre
1710933,STR-2210-JDZXVM,M1J,24,Scarborough-Guildwood
1710934,STR-2210-FKKKVB,M6G,12,Toronto-St. Paul's
1710935,STR-2210-GJDKVF,M4K,14,Toronto-Danforth
1710936,STR-2210-GRKKVG,M5V,10,Spadina-Fort York
1710937,STR-2210-GYRKVH,M5A,10,Spadina-Fort York
1710938,STR-2210-HGXKVJ,M2N,18,Willowdale
1710939,STR-2210-HQDKVK,M9A,2,Etobicoke Centre
1710940,STR-2210-HXKKVL,M6K,4,Parkdale-High Park
1710941,STR-2210-JFRKVM,M6K,4,Parkdale-High Park
1710942,STR-2210-FTGXVC,M1P,21,Scarborough Centre
1710943,STR-2210-GBMXVD,M8Z,3,Etobicoke-Lakeshore
1710944,STR-2210-GJTXVF,M4L,14,Toronto-Danforth
1710945,STR-2210-GZGXVH,M5V,10,Spadina-Fort York
1710946,STR-2210-HHMXVJ,M6N,9,Davenport
1710947,STR-2210-HQTXVK,M2N,18,Willowdale
1710948,STR-2210-FTXKVC,M1K,20,Scarborough Southwest
1710949,STR-2210-GSRKVG,M5A,13,Toronto Centre
1710950,STR-2210-GZXKVH,M2N,18,Willowdale
1710951,STR-2210-HJDKVJ,M4X,13,Toronto Centre
1710952,STR-2210-HRKKVK,M6K,4,Parkdale-High Park
1710953,STR-2210-HYRKVL,M5V,10,Spadina-Fort York
1710954,STR-2210-JGXKVM,M9B,2,Etobicoke Centre
1710955,STR-2210-FMJDVC,M6K,10,Spadina-Fort York
1710956,STR-2210-FVQDVD,M5T,11,University-Rosedale
1710957,STR-2210-GCWDVF,M6E,12,Toronto-St. Paul's
1710958,STR-2210-GLCDVG,M6K,10,Spadina-Fort York
1710959,STR-2210-GTJDVH,M1N,20,Scarborough Southwest
1710960,STR-2210-HJWDVK,M9M,7,Humber River-Black Creek
1710961,STR-2210-FFSRVB,M3N,7,Humber River-Black Creek
1710962,STR-2210-FMYRVC,M5V,10,Spadina-Fort York
1710963,STR-2210-FWFRVD,M5A,13,Toronto Centre
1710964,STR-2210-GDLRVF,M4Y,13,Toronto Centre
1710965,STR-2210-GLSRVG,M6P,4,Parkdale-High Park
1710966,STR-2210-GTYRVH,M5A,13,Toronto Centre
1710967,STR-2210-HKLRVK,M4P,15,Don Valley West
1710968,STR-2210-HZYRVM,M6G,11,University-Rosedale
1710969,STR-2108-HRTHHL,M6G,11,University-Rosedale
1710970,STR-2108-HYZHHM,M6G,12,Toronto-St. Paul's
1710971,STR-2108-FFJVHB,M2N,18,Willowdale
1710972,STR-2108-FMQVHC,M2L,15,Don Valley West
1710973,STR-2108-GDCVHF,M4H,15,Don Valley West
1710974,STR-2108-GTQVHH,M6E,9,Davenport
1710975,STR-2108-HBWVHJ,M6N,9,Davenport
1710976,STR-2108-HSJVHL,M6M,5,York South-Weston
1710977,STR-2108-FFZHHB,M1M,20,Scarborough Southwest
1710978,STR-2108-FPGHHC,M1T,22,Scarborough-Agincourt
1710979,STR-2108-FWMHHD,M6K,9,Davenport
1710980,STR-2108-GDTHHF,M5J,10,Spadina-Fort York
1710981,STR-2108-GLZHHG,M4Y,13,Toronto Centre
1710982,STR-2108-HKTHHK,M3J,6,York Centre
1710983,STR-2108-HSZHHL,M4B,19,Beaches-East York
1710984,STR-2108-FGQVHB,M6A,8,Eglinton-Lawrence
1710985,STR-2108-GVWVHH,M6E,12,Toronto-St. Paul's
1710986,STR-2108-HLJVHK,M4L,19,Beaches-East York
1710987,STR-2108-JBWVHM,M5V,10,Spadina-Fort York
1710988,STR-2109-GXHPHH,M4Y,13,Toronto Centre
1710989,STR-2108-FQMHHC,M4M,14,Toronto-Danforth
1710990,STR-2108-FXTHHD,M2P,15,Don Valley West
1710991,STR-2108-GGQVHF,M5V,10,Spadina-Fort York
1710992,STR-2108-GPWVHG,M5A,13,Toronto Centre
1710993,STR-2108-FRTHHC,M5J,10,Spadina-Fort York
1710994,STR-2108-GXTHHH,M5J,10,Spadina-Fort York
1710995,STR-2108-HPGHHK,M6N,5,York South-Weston
1710996,STR-2108-FKCVHB,M2K,17,Don Valley North
1710997,STR-2108-FSJVHC,M5J,10,Spadina-Fort York
1710998,STR-2108-GHWVHF,M4B,19,Beaches-East York
1710999,STR-2108-GRCVHG,M5V,10,Spadina-Fort York
1711000,STR-2108-HXCVHL,M1K,20,Scarborough Southwest
1711001,STR-2108-FKTHHB,M9N,5,York South-Weston
1711002,STR-2108-FSZHHC,M4C,19,Beaches-East York
1711003,STR-2108-GJMHHF,M5V,10,Spadina-Fort York
1711004,STR-2108-HQMHHK,M5R,11,University-Rosedale
1711005,STR-2108-HXTHHL,M5A,13,Toronto Centre
1711006,STR-2108-GBWVHD,M8Y,3,Etobicoke-Lakeshore
1711007,STR-2108-GSJVHG,M2N,18,Willowdale
1711008,STR-2108-HRCVHK,M4T,12,Toronto-St. Paul's
1711009,STR-2108-GCPPHF,M2J,17,Don Valley North
1711010,STR-2108-HJPPHK,M5R,11,University-Rosedale
1711011,STR-2108-HRVPHL,M5R,11,University-Rosedale
1711012,STR-2108-FFLBHB,M4S,15,Don Valley West
1711013,STR-2108-GLLBHG,M5J,10,Spadina-Fort York
1711014,STR-2108-HKFBHK,M8V,3,Etobicoke-Lakeshore
1711015,STR-2108-HSLBHL,M1B,23,Scarborough North
1711016,STR-2108-FGBPHB,M5V,10,Spadina-Fort York
1711017,STR-2108-GMBPHG,M5H,10,Spadina-Fort York
1711018,STR-2108-HKVPHK,M4E,19,Beaches-East York
1711019,STR-2108-JBHPHM,M5J,10,Spadina-Fort York
1711020,STR-2108-FGSBHB,M5J,10,Spadina-Fort York
1711021,STR-2108-FPYBHC,M1L,20,Scarborough Southwest
1711022,STR-2108-GMSBHG,M6P,9,Davenport
1711023,STR-2108-JBYBHM,M6G,11,University-Rosedale
1711024,STR-2108-FXVPHD,M1R,21,Scarborough Centre
1711025,STR-2108-GGBPHF,M2M,18,Willowdale
1711026,STR-2108-GWPPHH,M6J,10,Spadina-Fort York
1711027,STR-2108-JCPPHM,M5J,10,Spadina-Fort York
1711028,STR-2108-FRFBHC,M4K,14,Toronto-Danforth
1711029,STR-2108-FYLBHD,M6C,12,Toronto-St. Paul's
1711030,STR-2108-GPYBHG,M1V,23,Scarborough North
1711031,STR-2108-GXFBHH,M6S,4,Parkdale-High Park
1711032,STR-2108-HFLBHJ,M2M,18,Willowdale
1711033,STR-2108-HMSBHK,M4Y,13,Toronto Centre
1711034,STR-2108-HVYBHL,M1E,25,Scarborough-Rouge Park
1711035,STR-2108-JDFBHM,M5B,13,Toronto Centre
1711036,STR-2108-FRVPHC,M1T,22,Scarborough-Agincourt
1711037,STR-2108-GQPPHG,M6J,10,Spadina-Fort York
1711038,STR-2108-HPHPHK,M6M,5,York South-Weston
1711039,STR-2108-HWPPHL,M5J,10,Spadina-Fort York
1711040,STR-2108-FZSBHD,M3C,16,Don Valley East
1711041,STR-2108-HPYBHK,M6G,11,University-Rosedale
1711042,STR-2108-FKVPHB,M6P,9,Davenport
1711043,STR-2108-FTBPHC,M4M,14,Toronto-Danforth
1711044,STR-2108-GJPPHF,M5J,10,Spadina-Fort York
1711045,STR-2108-GZBPHH,M4L,19,Beaches-East York
1711046,STR-2108-HHHPHJ,M5V,10,Spadina-Fort York
1711047,STR-2108-HXVPHL,M2N,18,Willowdale
1711048,STR-2108-JGBPHM,M6J,10,Spadina-Fort York
1711049,STR-2108-FLLBHB,M4W,11,University-Rosedale
1711050,STR-2109-HHYBHJ,M6H,9,Davenport
1711051,STR-2109-HRFBHK,M2N,18,Willowdale
1711052,STR-2109-FVJVHD,M5V,10,Spadina-Fort York
1711053,STR-2109-GKWVHG,M5V,10,Spadina-Fort York
1711054,STR-2109-GTCVHH,M5V,10,Spadina-Fort York
1711055,STR-2109-HRWVHL,M9M,7,Humber River-Black Creek
1711056,STR-2109-HZCVHM,M9V,1,Etobicoke North
1711057,STR-2109-FMTHHC,M6N,5,York South-Weston
1711058,STR-2109-GTTHHH,M6N,5,York South-Weston
1711059,STR-2109-HBZHHJ,M4J,14,Toronto-Danforth
1711060,STR-2109-HKGHHK,M5V,10,Spadina-Fort York
1711061,STR-2109-FGCVHB,M4K,14,Toronto-Danforth
1711062,STR-2109-GVJVHH,M9W,1,Etobicoke North
1711063,STR-2109-HKWVHK,M6S,4,Parkdale-High Park
1711064,STR-2109-JBJVHM,M9M,7,Humber River-Black Creek
1711065,STR-2109-HDGHHJ,M9V,1,Etobicoke North
1711066,STR-2109-HLMHHK,M6K,10,Spadina-Fort York
1711067,STR-2109-HTTHHL,M1S,23,Scarborough North
1711068,STR-2109-JBZHHM,M1E,24,Scarborough-Guildwood
1711069,STR-2109-FHJVHB,M1B,25,Scarborough-Rouge Park
1711070,STR-2109-FQQVHC,M1C,25,Scarborough-Rouge Park
1711071,STR-2109-FXWVHD,M6H,9,Davenport
1711072,STR-2109-GPJVHG,M5J,10,Spadina-Fort York
1711073,STR-2109-HDWVHJ,M8V,3,Etobicoke-Lakeshore
1711074,STR-2109-HMCVHK,M6H,9,Davenport
1711075,STR-2109-FHZHHB,M6J,9,Davenport
1711076,STR-2109-FRGHHC,M5R,11,University-Rosedale
1711077,STR-2109-GPZHHG,M5H,10,Spadina-Fort York
1711078,STR-2109-HVZHHL,M5A,13,Toronto Centre
1711079,STR-2109-FJQVHB,M5V,10,Spadina-Fort York
1711080,STR-2109-GQQVHG,M5V,10,Spadina-Fort York
1711081,STR-2109-GXWVHH,M5V,10,Spadina-Fort York
1711082,STR-2109-JDWVHM,M6C,12,Toronto-St. Paul's
1711083,STR-2109-GHZHHF,M9W,1,Etobicoke North
1711084,STR-2109-GYMHHH,M8Y,3,Etobicoke-Lakeshore
1711085,STR-2109-HGTHHJ,M2R,18,Willowdale
1711086,STR-2109-HPZHHK,M6N,5,York South-Weston
1711087,STR-2109-FTCVHC,M6J,10,Spadina-Fort York
1711088,STR-2109-GBJVHD,M6K,9,Davenport
1711089,STR-2109-GZCVHH,M6R,4,Parkdale-High Park
1711090,STR-2109-JGCVHM,M8V,3,Etobicoke-Lakeshore
1711091,STR-2109-GBZHHD,M5A,13,Toronto Centre
1711092,STR-2109-GKGHHF,M2M,18,Willowdale
1711093,STR-2109-GZTHHH,M1S,22,Scarborough-Agincourt
1711094,STR-2109-JGTHHM,M1S,22,Scarborough-Agincourt
1711095,STR-2109-FDYBHB,M5J,10,Spadina-Fort York
1711096,STR-2109-FVLBHD,M2R,18,Willowdale
1711097,STR-2109-GCSBHF,M6H,9,Davenport
1711098,STR-2109-GKYBHG,M6N,5,York South-Weston
1711099,STR-2109-GTFBHH,M1L,20,Scarborough Southwest
1711100,STR-2204-GZSHHH,M4X,13,Toronto Centre
1711101,STR-2109-FMVPHC,M4P,15,Don Valley West
1711102,STR-2109-GDHPHF,M6P,9,Davenport
1711103,STR-2109-GDYBHF,M6G,11,University-Rosedale
1711104,STR-2109-GMFBHG,M2J,17,Don Valley North
1711105,STR-2109-GVLBHH,M2M,17,Don Valley North
1711106,STR-2109-JBLBHM,M4L,19,Beaches-East York
1711107,STR-2205-GCYKVF,M2R,18,Willowdale
1711108,STR-2109-FXHPHD,M5V,10,Spadina-Fort York
1711109,STR-2109-GMVPHG,M6M,5,York South-Weston
1711110,STR-2109-GWBPHH,M4Y,13,Toronto Centre
1711111,STR-2109-HLPPHK,M5J,10,Spadina-Fort York
1711112,STR-2109-FXYBHD,M4L,14,Toronto-Danforth
1711113,STR-2109-GPLBHG,M4M,14,Toronto-Danforth
1711114,STR-2109-HMFBHK,M6P,4,Parkdale-High Park
1711115,STR-2109-HVLBHL,M6E,8,Eglinton-Lawrence
1711116,STR-2109-JCSBHM,M1M,24,Scarborough-Guildwood
1711117,STR-2109-FRHPHC,M5R,11,University-Rosedale
1711118,STR-2109-FYPPHD,M2K,17,Don Valley North
1711119,STR-2109-HFPPHJ,M6N,9,Davenport
1711120,STR-2109-JDHPHM,M6L,5,York South-Weston
1711121,STR-2109-FRYBHC,M5R,11,University-Rosedale
1711122,STR-2109-GHLBHF,M6N,9,Davenport
1711123,STR-2109-GXYBHH,M5A,13,Toronto Centre
1711124,STR-2109-JDYBHM,M5B,13,Toronto Centre
1711125,STR-2109-FKHPHB,M6P,9,Davenport
1711126,STR-2109-FSPPHC,M6J,11,University-Rosedale
1711127,STR-2109-GRHPHG,M2J,17,Don Valley North
1711128,STR-2109-HQBPHK,M5V,10,Spadina-Fort York
1711129,STR-2109-GBLBHD,M5J,10,Spadina-Fort York
1711130,STR-2109-GJSBHF,M5V,10,Spadina-Fort York
1711131,STR-2109-GRYBHG,M4T,11,University-Rosedale
1711132,STR-2109-GZFBHH,M5V,10,Spadina-Fort York
